year,source_series,value,series,unit,method
1940,Middle East and North Africa,10.5,Middle East,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1950,Middle East and North Africa,14.0,Middle East,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1960,Middle East and North Africa,21.1,Middle East,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1970,Middle East and North Africa,28.8,Middle East,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1980,Middle East and North Africa,39.4,Middle East,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1990,Middle East and North Africa,55.2,Middle East,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
2000,Middle East and North Africa,66.3,Middle East,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
2010,Middle East and North Africa,73.8,Middle East,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1870,South and South-East Asia,1.8,South and Southeast Asia,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1880,South and South-East Asia,2.2,South and Southeast Asia,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1890,South and South-East Asia,2.5,South and Southeast Asia,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1900,South and South-East Asia,5.0,South and Southeast Asia,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1910,South and South-East Asia,6.3,South and Southeast Asia,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1920,South and South-East Asia,8.6,South and Southeast Asia,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1930,South and South-East Asia,11.5,South and Southeast Asia,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1940,South and South-East Asia,15.2,South and Southeast Asia,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1950,South and South-East Asia,19.7,South and Southeast Asia,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1960,South and South-East Asia,25.6,South and Southeast Asia,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1970,South and South-East Asia,34.4,South and Southeast Asia,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1980,South and South-East Asia,40.5,South and Southeast Asia,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1990,South and South-East Asia,53.7,South and Southeast Asia,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
2000,South and South-East Asia,65.9,South and Southeast Asia,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
2010,South and South-East Asia,70.3,South and Southeast Asia,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1870,Sub-Sahara Africa,1.8,Sub-Saharan Africa,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1880,Sub-Sahara Africa,2.0,Sub-Saharan Africa,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1890,Sub-Sahara Africa,2.4,Sub-Saharan Africa,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1900,Sub-Sahara Africa,2.9,Sub-Saharan Africa,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1910,Sub-Sahara Africa,3.6,Sub-Saharan Africa,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1920,Sub-Sahara Africa,4.4,Sub-Saharan Africa,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1930,Sub-Sahara Africa,6.3,Sub-Saharan Africa,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1940,Sub-Sahara Africa,9.5,Sub-Saharan Africa,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1950,Sub-Sahara Africa,13.4,Sub-Saharan Africa,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1960,Sub-Sahara Africa,20.4,Sub-Saharan Africa,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1970,Sub-Sahara Africa,25.1,Sub-Saharan Africa,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1980,Sub-Sahara Africa,32.1,Sub-Saharan Africa,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1990,Sub-Sahara Africa,45.2,Sub-Saharan Africa,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
2000,Sub-Sahara Africa,58.4,Sub-Saharan Africa,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
2010,Sub-Sahara Africa,65.4,Sub-Saharan Africa,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1870,Western Offshoots,82.3,"US, Canada, Australia, NZ",percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1880,Western Offshoots,86.5,"US, Canada, Australia, NZ",percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1890,Western Offshoots,92.5,"US, Canada, Australia, NZ",percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1900,Western Offshoots,96.9,"US, Canada, Australia, NZ",percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1910,Western Offshoots,96.7,"US, Canada, Australia, NZ",percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1920,Western Offshoots,98.0,"US, Canada, Australia, NZ",percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1930,Western Offshoots,98.8,"US, Canada, Australia, NZ",percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1940,Western Offshoots,100.0,"US, Canada, Australia, NZ",percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1950,Western Offshoots,100.0,"US, Canada, Australia, NZ",percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1960,Western Offshoots,100.0,"US, Canada, Australia, NZ",percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1970,Western Offshoots,100.0,"US, Canada, Australia, NZ",percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1980,Western Offshoots,100.0,"US, Canada, Australia, NZ",percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1990,Western Offshoots,100.0,"US, Canada, Australia, NZ",percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
2000,Western Offshoots,100.0,"US, Canada, Australia, NZ",percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
2010,Western Offshoots,100.0,"US, Canada, Australia, NZ",percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1870,Western Europe,60.0,Western Europe,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1880,Western Europe,69.2,Western Europe,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1890,Western Europe,75.3,Western Europe,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1900,Western Europe,80.9,Western Europe,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1910,Western Europe,82.6,Western Europe,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1920,Western Europe,86.7,Western Europe,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1930,Western Europe,86.8,Western Europe,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1940,Western Europe,90.9,Western Europe,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1950,Western Europe,91.3,Western Europe,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1960,Western Europe,93.9,Western Europe,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1970,Western Europe,96.0,Western Europe,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1980,Western Europe,98.6,Western Europe,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1990,Western Europe,99.5,Western Europe,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
2000,Western Europe,99.6,Western Europe,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
2010,Western Europe,99.8,Western Europe,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1820,World,17.2,World,percent of adults age 15+ with basic education; historical estimates,OECD regression-based backcast
1870,World,23.9,World,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1880,World,26.7,World,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1890,World,29.6,World,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1900,World,33.2,World,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1910,World,35.6,World,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1920,World,38.6,World,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1930,World,40.9,World,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1940,World,45.9,World,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1950,World,49.0,World,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1960,World,53.7,World,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1970,World,60.9,World,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1980,World,63.0,World,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
1990,World,71.1,World,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
2000,World,78.5,World,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
2010,World,81.5,World,percent of adults age 15+ with basic education; historical estimates,OECD decadal estimate
